Spectra extracted from: /Users/belmont/Recherche/codes/BELM/belm/simu000/synch_escape.txt
At local time: 19:25:51,  07/05/2021
Author: belmont
 
PARAMETERS:-----------------------------------
time      = 0.00e+00
Rcm       = 5.00e+07
tau       = 2.40e+00
lb        = 1.61e-02
beta      = 2.91e+08
lth       = 9.49e+00
lc        = 0.00e+00
Tp        = 1.00e+06
pinj      = 1.57e-01
lnth      = 9.50e-01
p1        = 8.31e-01
p2        = 1.00e+03
gamma_inj = 5.00e+00
linjw     = 0.00e+00
kTin      = 1.00e+00
kTout     = 1.00e-10
linjem    = 0.00e+00
linjep    = 0.00e+00
lslh      = 0.00e+00
lh        = 0.00e+00
llll      = 0.00e+00
lblh      = 0.00e+00
lnthlh    = 0.00e+00
par3      = 0.00e+00
y         = 0.00e+00
rr        = 0.00e+00
qsto      = 1.67e+00
lsto      = 0.00e+00
lstotot   = 0.00e+00
tau_inj   = 0.00e+00
kTin_inj  = 0.00e+00
pinj_inj  = 0.00e+00
 
PHOTON DISTRIBUTIONS:-------------------------
 #bin     Emin(keV)         E(keV)          Emax(keV)        SPECTRUM         Synchrotron      Error           
-----------------------------------------------
0461    8.2857867e+04    8.5181938e+04    8.7640156e+04    0.0000000e+00    0.0000000e+00    0.0000000e+00
0462    8.7640156e+04    9.0098359e+04    9.2698453e+04    0.0000000e+00    0.0000000e+00    0.0000000e+00
0463    9.2698453e+04    9.5298539e+04    9.8048703e+04    0.0000000e+00    0.0000000e+00    0.0000000e+00
0464    9.8048703e+04    1.0079887e+05    1.0370776e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0465    1.0370776e+05    1.0661665e+05    1.0969343e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0466    1.0969343e+05    1.1277022e+05    1.1602458e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0467    1.1602458e+05    1.1927895e+05    1.2272114e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0468    1.2272114e+05    1.2616334e+05    1.2980420e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0469    1.2980420e+05    1.3344506e+05    1.3729608e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0470    1.3729608e+05    1.4114709e+05    1.4522036e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0471    1.4522036e+05    1.4929362e+05    1.5360200e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0472    1.5360200e+05    1.5791038e+05    1.6246742e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0473    1.6246742e+05    1.6702444e+05    1.7184450e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0474    1.7184450e+05    1.7666455e+05    1.8176281e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0475    1.8176281e+05    1.8686106e+05    1.9225356e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0476    1.9225356e+05    1.9764608e+05    2.0334981e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0477    2.0334981e+05    2.0905356e+05    2.1508650e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0478    2.1508650e+05    2.2111944e+05    2.2750059e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0479    2.2750059e+05    2.3388173e+05    2.4063119e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0480    2.4063119e+05    2.4738062e+05    2.5451962e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0481    2.5451962e+05    2.6165862e+05    2.6920969e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0482    2.6920969e+05    2.7676069e+05    2.8474759e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0483    2.8474759e+05    2.9273444e+05    3.0118228e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0484    3.0118228e+05    3.0963012e+05    3.1856553e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0485    3.1856553e+05    3.2750097e+05    3.3695212e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0486    3.3695212e+05    3.4640325e+05    3.5639988e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0487    3.5639988e+05    3.6639650e+05    3.7697012e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0488    3.7697012e+05    3.8754372e+05    3.9872759e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0489    3.9872759e+05    4.0991147e+05    4.2174088e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0490    4.2174088e+05    4.3357022e+05    4.4608238e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0491    4.4608238e+05    4.5859450e+05    4.7182878e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0492    4.7182878e+05    4.8506309e+05    4.9906119e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0493    4.9906119e+05    5.1305934e+05    5.2786538e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0494    5.2786538e+05    5.4267144e+05    5.5833206e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0495    5.5833206e+05    5.7399269e+05    5.9055719e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0496    5.9055719e+05    6.0712169e+05    6.2464219e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0497    6.2464219e+05    6.4216275e+05    6.6069456e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0498    6.6069456e+05    6.7922631e+05    6.9882762e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0499    6.9882762e+05    7.1842900e+05    7.3916169e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0500    7.3916169e+05    7.5989444e+05    7.8182369e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0501    7.8182369e+05    8.0375300e+05    8.2694800e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0502    8.2694800e+05    8.5014300e+05    8.7467675e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0503    8.7467675e+05    8.9921050e+05    9.2516025e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0504    9.2516025e+05    9.5111000e+05    9.7855750e+05    0.0000000e+00    0.0000000e+00    0.0000000e+00
0505    9.7855750e+05    1.0060049e+06    1.0350366e+06    0.0000000e+00    0.0000000e+00    0.0000000e+00
0506    1.0350366e+06    1.0640684e+06    1.0947756e+06    0.0000000e+00    0.0000000e+00    0.0000000e+00
0507    1.0947756e+06    1.1254828e+06    1.1579624e+06    0.0000000e+00    0.0000000e+00    0.0000000e+00
0508    1.1579624e+06    1.1904420e+06    1.2247962e+06    0.0000000e+00    0.0000000e+00    0.0000000e+00
0509    1.2247962e+06    1.2591505e+06    1.2954875e+06    0.0000000e+00    0.0000000e+00    0.0000000e+00
0510    1.2954875e+06    1.3318245e+06    1.3702589e+06    0.0000000e+00    0.0000000e+00    0.0000000e+00
0511    1.3702589e+06    1.4086930e+06    1.4493456e+06    0.0000000e+00    0.0000000e+00    0.0000000e+00
0512    1.4493456e+06    1.4899982e+06    1.5329972e+06    0.0000000e+00    0.0000000e+00    0.0000000e+00
